Cell,Formula
AO130,"=IFERROR(IF($C130=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AC130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AC130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AC130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AC130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AP130,"=IFERROR(IF($C130=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AD130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AD130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AD130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AD130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AQ130,"=IFERROR(IF($C130=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AE130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AE130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AE130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AE130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AR130,"=IFERROR(IF($C130=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AF130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AF130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AF130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AF130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AS130,"=IFERROR(IF($C130=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AG130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AG130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AG130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AG130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AT130,"=IFERROR(IF($C130=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AH130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AH130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AH130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AH130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AU130,"=IFERROR(IF($C130=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AI130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AI130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AI130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AI130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AV130,"=IFERROR(IF($C130=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AP130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AP130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AP130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AP130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AW130,"=IFERROR(IF($C130=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AK130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AK130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AK130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AK130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AX130,"=IFERROR(IF($C130=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AL130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AL130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AL130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AL130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AY130,"=IFERROR(IF($C130=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AM130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AM130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AM130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AM130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AZ130,"=IFERROR(IF($C130=""Top WS"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AB130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS SF"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AB130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS WH"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AB130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""SF WH"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AB130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BA130,"=IFERROR(IF($C130=""Top WS"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AC130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS SF"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AC130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS WH"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AC130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""SF WH"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AC130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BB130,"=IFERROR(IF($C130=""Top WS"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AD130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS SF"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AD130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS WH"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AD130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""SF WH"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AD130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BC130,"=IFERROR(IF($C130=""Top WS"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AE130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS SF"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AE130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS WH"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AE130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""SF WH"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AE130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BD130,"=IFERROR(IF($C130=""Top WS"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AF130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS SF"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AF130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS WH"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AF130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""SF WH"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AF130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BE130,"=IFERROR(IF($C130=""Top WS"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AG130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS SF"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AG130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS WH"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AG130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""SF WH"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AG130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BF130,"=IFERROR(IF($C130=""Top WS"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AH130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS SF"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AH130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS WH"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AH130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""SF WH"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AH130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BG130,"=IFERROR(IF($C130=""Top WS"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AI130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS SF"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AI130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS WH"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AI130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""SF WH"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AI130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BH130,"=IFERROR(IF($C130=""Top WS"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AP130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS SF"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AP130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS WH"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AP130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""SF WH"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AP130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BI130,"=IFERROR(IF($C130=""Top WS"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AK130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS SF"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AK130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS WH"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AK130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""SF WH"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AK130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BJ130,"=IFERROR(IF($C130=""Top WS"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AL130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS SF"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AL130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS WH"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AL130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""SF WH"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AL130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BK130,"=IFERROR(IF($C130=""Top WS"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AM130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS SF"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AM130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""WS WH"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AM130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C130=""SF WH"",VLOOKUP($B130,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AM130,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BM130,"=VLOOKUP(VLOOKUP(A130,ASTBase!E:S,13,FALSE),ASTBase!F:P,11,FALSE)"
BN130,"=INDEX(AN130:AY130,,Period!$D$2)"
P131,"=SUMIFS(Actual!C:C,Actual!$A:$A,'3)Target & Cal'!$A131,Actual!$B:$B,'3)Target & Cal'!$B131)"
Q131,"=SUMIFS(Actual!D:D,Actual!$A:$A,'3)Target & Cal'!$A131,Actual!$B:$B,'3)Target & Cal'!$B131)"
R131,"=SUMIFS(Actual!E:E,Actual!$A:$A,'3)Target & Cal'!$A131,Actual!$B:$B,'3)Target & Cal'!$B131)"
S131,"=SUMIFS(Actual!F:F,Actual!$A:$A,'3)Target & Cal'!$A131,Actual!$B:$B,'3)Target & Cal'!$B131)"
T131,"=SUMIFS(Actual!G:G,Actual!$A:$A,'3)Target & Cal'!$A131,Actual!$B:$B,'3)Target & Cal'!$B131)"
U131,"=SUMIFS(Actual!H:H,Actual!$A:$A,'3)Target & Cal'!$A131,Actual!$B:$B,'3)Target & Cal'!$B131)"
V131,"=SUMIFS(Actual!I:I,Actual!$A:$A,'3)Target & Cal'!$A131,Actual!$B:$B,'3)Target & Cal'!$B131)"
W131,"=SUMIFS(Actual!J:J,Actual!$A:$A,'3)Target & Cal'!$A131,Actual!$B:$B,'3)Target & Cal'!$B131)"
X131,"=SUMIFS(Actual!K:K,Actual!$A:$A,'3)Target & Cal'!$A131,Actual!$B:$B,'3)Target & Cal'!$B131)"
Y131,"=SUMIFS(Actual!L:L,Actual!$A:$A,'3)Target & Cal'!$A131,Actual!$B:$B,'3)Target & Cal'!$B131)"
Z131,"=SUMIFS(Actual!M:M,Actual!$A:$A,'3)Target & Cal'!$A131,Actual!$B:$B,'3)Target & Cal'!$B131)"
AA131,"=SUMIFS(Actual!N:N,Actual!$A:$A,'3)Target & Cal'!$A131,Actual!$B:$B,'3)Target & Cal'!$B131)"
AB131,"=IFERROR(IF(VLOOKUP($B131,Shortage!$A:$M,AB$2,FALSE)=""Shortage"",1,IFERROR(ROUND(P131/D131,4),0)),IFERROR(ROUND(P131/D131,4),0))"
AC131,"=IFERROR(IF(VLOOKUP($B131,Shortage!$A:$M,AC$2,FALSE)=""Shortage"",1,IFERROR(ROUND(Q131/E131,4),0)),IFERROR(ROUND(Q131/E131,4),0))"
AD131,"=IFERROR(IF(VLOOKUP($B131,Shortage!$A:$M,AD$2,FALSE)=""Shortage"",1,IFERROR(ROUND(R131/F131,4),0)),IFERROR(ROUND(R131/F131,4),0))"
AE131,"=IFERROR(IF(VLOOKUP($B131,Shortage!$A:$M,AE$2,FALSE)=""Shortage"",1,IFERROR(ROUND(S131/G131,4),0)),IFERROR(ROUND(S131/G131,4),0))"
AF131,"=IFERROR(IF(VLOOKUP($B131,Shortage!$A:$M,AF$2,FALSE)=""Shortage"",1,IFERROR(ROUND(T131/H131,4),0)),IFERROR(ROUND(T131/H131,4),0))"
AG131,"=IFERROR(IF(VLOOKUP($B131,Shortage!$A:$M,AG$2,FALSE)=""Shortage"",1,IFERROR(ROUND(U131/I131,4),0)),IFERROR(ROUND(U131/I131,4),0))"
AH131,"=IFERROR(IF(VLOOKUP($B131,Shortage!$A:$M,AH$2,FALSE)=""Shortage"",1,IFERROR(ROUND(V131/J131,4),0)),IFERROR(ROUND(V131/J131,4),0))"
AI131,"=IFERROR(IF(VLOOKUP($B131,Shortage!$A:$M,AI$2,FALSE)=""Shortage"",1,IFERROR(ROUND(W131/K131,4),0)),IFERROR(ROUND(W131/K131,4),0))"
AJ131,"=IFERROR(IF(VLOOKUP($B131,Shortage!$A:$M,AP$2,FALSE)=""Shortage"",1,IFERROR(ROUND(X131/L131,4),0)),IFERROR(ROUND(X131/L131,4),0))"
AK131,"=IFERROR(IF(VLOOKUP($B131,Shortage!$A:$M,AK$2,FALSE)=""Shortage"",1,IFERROR(ROUND(Y131/M131,4),0)),IFERROR(ROUND(Y131/M131,4),0))"
AL131,"=IFERROR(IF(VLOOKUP($B131,Shortage!$A:$M,AL$2,FALSE)=""Shortage"",1,IFERROR(ROUND(Z131/N131,4),0)),IFERROR(ROUND(Z131/N131,4),0))"
AM131,"=IFERROR(IF(VLOOKUP($B131,Shortage!$A:$M,AM$2,FALSE)=""Shortage"",1,IFERROR(ROUND(AA131/O131,4),0)),IFERROR(ROUND(AA131/O131,4),0))"
AN131,"=IFERROR(IF($C131=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AB131,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C131=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AB131,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C131=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AB131,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C131=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AB131,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AO131,"=IFERROR(IF($C131=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AC131,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C131=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AC131,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C131=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AC131,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C131=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AC131,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AP131,"=IFERROR(IF($C131=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AD131,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C131=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AD131,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C131=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AD131,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C131=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AD131,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
